000095 Errors: L1: 2.790e-03, L2: 2.773e-03, BCE: 9.525e-02, Same sim: 8.891e-01 +/- 3.140e-01, Diff sim: 1.420e-03 +/- 3.744e-02, 
000096 Errors: L1: 9.724e-04, L2: 8.192e-04, BCE: 2.259e-02, Same sim: 9.670e-01 +/- 1.780e-01, Diff sim: 5.665e-04 +/- 2.036e-02, 
000097 Errors: L1: 1.076e-02, L2: 1.070e-02, BCE: 3.556e-01, Same sim: 5.719e-01 +/- 4.947e-01, Diff sim: 5.476e-03 +/- 7.341e-02, 
000098 Errors: L1: 1.012e-02, L2: 1.004e-02, BCE: 3.223e-01, Same sim: 5.984e-01 +/- 4.901e-01, Diff sim: 5.161e-03 +/- 7.110e-02, 
000099 Errors: L1: 1.113e-02, L2: 1.101e-02, BCE: 3.595e-01, Same sim: 5.594e-01 +/- 4.963e-01, Diff sim: 5.697e-03 +/- 7.445e-02, 
000100 Errors: L1: 1.212e-02, L2: 1.199e-02, BCE: 3.848e-01, Same sim: 5.203e-01 +/- 4.994e-01, Diff sim: 6.196e-03 +/- 7.766e-02, 
000101 Errors: L1: 1.086e-02, L2: 1.078e-02, BCE: 3.658e-01, Same sim: 5.687e-01 +/- 4.952e-01, Diff sim: 5.537e-03 +/- 7.367e-02, 
000102 Errors: L1: 1.178e-02, L2: 1.172e-02, BCE: 3.949e-01, Same sim: 5.313e-01 +/- 4.989e-01, Diff sim: 5.997e-03 +/- 7.679e-02, 
000103 Errors: L1: 1.070e-02, L2: 1.062e-02, BCE: 3.553e-01, Same sim: 5.750e-01 +/- 4.942e-01, Diff sim: 5.452e-03 +/- 7.314e-02, 
000104 Errors: L1: 9.811e-03, L2: 9.765e-03, BCE: 3.210e-01, Same sim: 6.094e-01 +/- 4.878e-01, Diff sim: 4.990e-03 +/- 7.014e-02, 
000105 Errors: L1: 1.216e-02, L2: 1.207e-02, BCE: 4.151e-01, Same sim: 5.172e-01 +/- 4.996e-01, Diff sim: 6.201e-03 +/- 7.792e-02, 
000106 Errors: L1: 1.052e-02, L2: 1.051e-02, BCE: 3.595e-01, Same sim: 5.797e-01 +/- 4.936e-01, Diff sim: 5.336e-03 +/- 7.274e-02, 
000107 Errors: L1: 3.453e-03, L2: 3.437e-03, BCE: 1.196e-01, Same sim: 8.625e-01 +/- 3.444e-01, Diff sim: 1.757e-03 +/- 4.168e-02, 
000108 Errors: L1: 1.168e-02, L2: 1.160e-02, BCE: 3.763e-01, Same sim: 5.359e-01 +/- 4.986e-01, Diff sim: 5.958e-03 +/- 7.640e-02, 
000109 Errors: L1: 3.727e-03, L2: 3.710e-03, BCE: 1.142e-01, Same sim: 8.516e-01 +/- 3.555e-01, Diff sim: 1.895e-03 +/- 4.330e-02, 
000110 Errors: L1: 4.610e-03, L2: 3.693e-03, BCE: 9.915e-02, Same sim: 8.515e-01 +/- 3.539e-01, Diff sim: 2.788e-03 +/- 4.321e-02, 
000111 Errors: L1: 1.331e-02, L2: 1.300e-02, BCE: 4.345e-01, Same sim: 4.796e-01 +/- 4.993e-01, Diff sim: 6.892e-03 +/- 8.084e-02, 
000112 Errors: L1: 4.835e-03, L2: 4.804e-03, BCE: 1.478e-01, Same sim: 8.078e-01 +/- 3.940e-01, Diff sim: 2.463e-03 +/- 4.926e-02, 
000113 Errors: L1: 4.874e-03, L2: 4.843e-03, BCE: 1.564e-01, Same sim: 8.062e-01 +/- 3.952e-01, Diff sim: 2.483e-03 +/- 4.946e-02, 
000114 Errors: L1: 1.240e-02, L2: 1.230e-02, BCE: 3.996e-01, Same sim: 5.078e-01 +/- 4.998e-01, Diff sim: 6.324e-03 +/- 7.867e-02, 
000115 Errors: L1: 3.840e-03, L2: 3.828e-03, BCE: 1.304e-01, Same sim: 8.469e-01 +/- 3.601e-01, Diff sim: 1.951e-03 +/- 4.398e-02, 
000116 Errors: L1: 3.999e-03, L2: 3.984e-03, BCE: 1.354e-01, Same sim: 8.406e-01 +/- 3.660e-01, Diff sim: 2.032e-03 +/- 4.487e-02, 
000117 Errors: L1: 3.771e-03, L2: 3.750e-03, BCE: 1.299e-01, Same sim: 8.500e-01 +/- 3.570e-01, Diff sim: 1.920e-03 +/- 4.353e-02, 
000118 Errors: L1: 1.885e-03, L2: 1.875e-03, BCE: 5.991e-02, Same sim: 9.250e-01 +/- 2.634e-01, Diff sim: 9.595e-04 +/- 3.080e-02, 
000119 Errors: L1: 1.733e-03, L2: 1.718e-03, BCE: 4.748e-02, Same sim: 9.312e-01 +/- 2.530e-01, Diff sim: 8.850e-04 +/- 2.948e-02, 
000120 Errors: L1: 1.117e-02, L2: 1.109e-02, BCE: 3.571e-01, Same sim: 5.562e-01 +/- 4.967e-01, Diff sim: 5.692e-03 +/- 7.472e-02, 
